Address,City,State,Zip,Date Sampled,1st Draw,2-3 Minute,5 Minute,sequential,Address2,cxy_lon,cxy_lat,cxy_state_id,cxy_county_id,cxy_tract_id,cxy_block_id
4430 N MCVICKER AVE,Chicago,IL,,2018-08-23T00:00:00Z,4,15,2.9,FALSE,4450 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4530 N MCVICKER AVE,Chicago,IL,,2018-04-18T00:00:00Z,1.4,1.1000000000000001,< 1,FALSE,4550 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4530 N MCVICKER AVE,Chicago,IL,,2019-04-02T00:00:00Z,< 1,1.3,< 1,FALSE,4550 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4530 N MCVICKER AVE,Chicago,IL,,2019-04-08T00:00:00Z,1.7,2.4,1.4,FALSE,4550 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4530 N MCVICKER AVE,Chicago,IL,,2019-06-08T00:00:00Z,1.9,1.7,1.4,FALSE,4550 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4530 N MCVICKER AVE,Chicago,IL,,2019-10-02T00:00:00Z,< 1,< 1,< 1,FALSE,4550 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4530 N MCVICKER AVE,Chicago,IL,,2019-10-09T00:00:00Z,6.3,13,2,FALSE,4550 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4530 S ST LAWRENCE AVE,Chicago,IL,,2019-07-23T00:00:00Z,< 1,< 1,< 1,FALSE,4550 S ST LAWRENCE AVE,NA,NA,NA,NA,NA,NA
4630 S ST LAWRENCE AVE,Chicago,IL,,2018-09-23T00:00:00Z,1.7,3.5,2,FALSE,4650 S ST LAWRENCE AVE,NA,NA,NA,NA,NA,NA
4730 S ST LAWRENCE AVE,Chicago,IL,,2018-01-05T00:00:00Z,< 1,< 1,< 1,FALSE,4750 S ST LAWRENCE AVE,NA,NA,NA,NA,NA,NA
4730 W BELLE PLAINE AVE,Chicago,IL,,2021-11-06T09:48:00Z,5.0999999999999996,6.8,2.8,FALSE,4750 W BELLE PLAINE AVE,NA,NA,NA,NA,NA,NA
4830 N MCVICKER AVE,Chicago,IL,,2016-09-10T00:00:00Z,4.3,3.8,3.5,FALSE,4850 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4830 N MCVICKER AVE,Chicago,IL,,2021-10-18T07:00:00Z,3.7,12,4.4000000000000004,FALSE,4850 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4830 S SAINT LAWRENCE AVE,Chicago,IL,,2019-07-25T00:00:00Z,4.5,3.2,2.1,FALSE,4850 S SAINT LAWRENCE AVE,NA,NA,NA,NA,NA,NA
4930 N MCVICKER AVE,Chicago,IL,,2019-12-10T00:00:00Z,< 1,< 1,< 1,FALSE,4950 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4930 N MCVICKER AVE,Chicago,IL,,2020-01-22T00:00:00Z,1.4,1.2,< 1,FALSE,4950 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
4930 N MCVICKER AVE,Chicago,IL,,2021-09-04T10:10:00Z,2.6,3.3,5.4,FALSE,4950 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
5030 N MCVICKER AVE,Chicago,IL,,2019-05-01T00:00:00Z,1.4,2.4,2.2000000000000002,FALSE,5050 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
5030 N MCVICKER AVE,Chicago,IL,,2019-10-28T00:00:00Z,5.9,4.5999999999999996,4.7,FALSE,5050 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
5130 S MC VICKER ST,Chicago,IL,,2019-08-12T00:00:00Z,11,14,4.0999999999999996,FALSE,5150 S MC VICKER ST,NA,NA,NA,NA,NA,NA
5130 S MCVICKER AVE,Chicago,IL,,2019-09-01T00:00:00Z,< 1,2.1,< 1,FALSE,5150 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5130 S MCVICKER AVE,Chicago,IL,,2021-09-21T08:50:00Z,6.1,6.3,4.0999999999999996,FALSE,5150 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5230 N OLEANDER,Chicago,IL,,2019-04-14T00:00:00Z,12,29,13,FALSE,5250 N OLEANDER,NA,NA,NA,NA,NA,NA
5330 N LAULAM AVE,Chicago,IL,,2018-11-20T00:00:00Z,1.4,9,1.2,FALSE,5350 N LAULAM AVE,NA,NA,NA,NA,NA,NA
5330 N VIRGINIA AVE,Chicago,IL,,2018-04-28T00:00:00Z,3.3,12,9.3000000000000007,FALSE,5350 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5330 N VIRGINIA AVE,Chicago,IL,,2018-08-03T00:00:00Z,1.6,1.7,1.3,FALSE,5350 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5330 N VIRGINIA AVE,Chicago,IL,,2019-07-22T00:00:00Z,2.2999999999999998,7.8,2,FALSE,5350 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5330 S MCVICKER AVE,Chicago,IL,,2021-04-01T00:00:00Z,4.4000000000000004,1.6,1.4,FALSE,5350 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5330 S MCVICKER AVE,Chicago,IL,,2021-08-02T06:46:00Z,6,5.3,14,FALSE,5350 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5430 S MCVICKER AVE,Chicago,IL,,2019-02-11T00:00:00Z,2.5,6.7,< 1,FALSE,5450 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5530 S MCVICKER AVE,Chicago,IL,,2019-03-02T00:00:00Z,2.2999999999999998,6.1,< 1,FALSE,5550 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5530 S MCVICKER AVE,Chicago,IL,,2021-11-15T05:00:00Z,2.5,6.4,2.1,FALSE,5550 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5630 N VIRGINIA AVE,Chicago,IL,,2016-08-26T00:00:00Z,4.5999999999999996,2.9,2.6,FALSE,5650 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5630 N VIRGINIA AVE,Chicago,IL,,2018-08-07T00:00:00Z,9.1999999999999993,1.8,1.5,FALSE,5650 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5630 N VIRGINIA AVE,Chicago,IL,,2019-06-17T00:00:00Z,< 1,1.3,< 1,FALSE,5650 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5630 N VIRGINIA AVE,Chicago,IL,,2019-09-16T00:00:00Z,5.5,5.3,2.2999999999999998,FALSE,5650 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5730 N VIRGINIA AVE,Chicago,IL,,2017-11-05T00:00:00Z,8.6,15,9.4,FALSE,5750 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5730 N VIRGINIA AVE,Chicago,IL,,2019-03-05T00:00:00Z,2.1,8.8000000000000007,< 1,FALSE,5750 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5730 N VIRGINIA AVE,Chicago,IL,,2020-01-19T00:00:00Z,4.2,11,2.7,FALSE,5750 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5730 S MCVICKER AVE,Chicago,IL,,2018-06-16T00:00:00Z,2,2.1,2,FALSE,5750 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5730 S MCVICKER AVE,Chicago,IL,,2018-11-06T00:00:00Z,2.7,6.5,1.7,FALSE,5750 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5730 S MCVICKER AVE,Chicago,IL,,2019-04-11T00:00:00Z,3.2,7.1,5.4,FALSE,5750 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5730 S MCVICKER AVE,Chicago,IL,,2019-08-06T00:00:00Z,3.3,8.4,3.7,FALSE,5750 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5730 S MCVICKER AVE,Chicago,IL,,2021-07-29T07:00:00Z,1.7,1.6,1,FALSE,5750 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5730 S MCVICKER AVE,Chicago,IL,,2022-04-03T10:00:00Z,3.8,6.8,0.9,FALSE,5750 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5830 N VIRGINIA AVE,Chicago,IL,,2018-04-14T00:00:00Z,1.8,1.2,< 1,FALSE,5850 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5830 N VIRGINIA AVE,Chicago,IL,,2019-10-21T00:00:00Z,4.0999999999999996,5.2,2.1,FALSE,5850 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5830 N VIRGINIA AVE,Chicago,IL,,2021-04-12T00:00:00Z,8.4,18,3.5,FALSE,5850 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5830 S MCVICKER AVE,Chicago,IL,,2019-08-05T00:00:00Z,11,10,3.6,FALSE,5850 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5930 N VIRGINIA AVE,Chicago,IL,,2019-05-03T00:00:00Z,1.8,2.9,4,FALSE,5950 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5930 S MCVICKER AVE,Chicago,IL,,2019-05-01T00:00:00Z,2.4,3.7,< 1,FALSE,5950 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
5930 S MCVICKER AVE,Chicago,IL,,2019-07-10T00:00:00Z,3.8,13,2.8,FALSE,5950 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
530 E 91STPL,Chicago,IL,,2017-01-25T00:00:00Z,2,< 1,< 1,FALSE,550 E 91STPL,NA,NA,NA,NA,NA,NA
530 W QUINCY ST,Chicago,IL,,2019-04-16T00:00:00Z,< 1,< 1,< 1,FALSE,550 W QUINCY ST,NA,NA,NA,NA,NA,NA
6030 S MCVICKER AVE,Chicago,IL,,2019-04-10T00:00:00Z,3.9,10,2.4,FALSE,6050 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
6130 S MCVICKER AVE,Chicago,IL,,2019-03-18T00:00:00Z,2.1,7.5,1.2,FALSE,6150 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
6130 S MCVICKER AVE,Chicago,IL,,2019-10-10T00:00:00Z,3.5,8.4,4.5999999999999996,FALSE,6150 S MCVICKER AVE,NA,NA,NA,NA,NA,NA
6130 W ARLINGTON PL,Chicago,IL,,2018-08-06T00:00:00Z,< 1,< 1,< 1,FALSE,6150 W ARLINGTON PL,NA,NA,NA,NA,NA,NA
6230 S GULLIKSON RD 2G,Chicago,IL,,2020-11-09T00:00:00Z,< 1,< 1,< 1,FALSE,6250 S GULLIKSON RD 2G,NA,NA,NA,NA,NA,NA
630 N LAKE SHORE D,Chicago,IL,,2021-12-22T15:54:00Z,<0.5,<0.5,<0.5,FALSE,650 N LAKE SHORE D,NA,NA,NA,NA,NA,NA
7730 W HIGGINS AVE,Chicago,IL,,2021-05-13T00:00:00Z,1.1000000000000001,< 1,< 1,FALSE,7750 W HIGGINS AVE,NA,NA,NA,NA,NA,NA
830 E 101STST,Chicago,IL,,2017-06-27T00:00:00Z,1.2,1.3,< 1,FALSE,850 E 101STST,NA,NA,NA,NA,NA,NA
830 W COLLEGE PKWY,Chicago,IL,,2018-08-12T00:00:00Z,< 1,< 1,< 1,FALSE,850 W COLLEGE PKWY,NA,NA,NA,NA,NA,NA
930 N LAKE SHORE DR,Chicago,IL,,2016-10-18T00:00:00Z,< 1,< 1,< 1,FALSE,950 N LAKE SHORE DR,NA,NA,NA,NA,NA,NA
930 N LAKE SHORE DR,Chicago,IL,,2019-06-16T00:00:00Z,< 1,< 1,< 1,FALSE,950 N LAKE SHORE DR,NA,NA,NA,NA,NA,NA
930 N LAKE SHORE DR,Chicago,IL,,2019-09-13T00:00:00Z,1.3,< 1,< 1,FALSE,950 N LAKE SHORE DR,NA,NA,NA,NA,NA,NA
930 N LAKE SHORE DR,Chicago,IL,,2020-12-08T00:00:00Z,< 1,< 1,< 1,FALSE,950 N LAKE SHORE DR,NA,NA,NA,NA,NA,NA
930 N LAKE SHORE DR,Chicago,IL,,2021-09-05T09:46:00Z,<1.0,<1.0,<1.0,FALSE,950 N LAKE SHORE DR,NA,NA,NA,NA,NA,NA
930 N LAKE SHORE DR,Chicago,IL,,2021-09-27T06:41:00Z,<1.0,<1.0,<1.0,FALSE,950 N LAKE SHORE DR,NA,NA,NA,NA,NA,NA
930 N LAKE SHORE DR APT 920,Chicago,IL,,2020-11-02T00:00:00Z,< 1,< 1,< 1,FALSE,950 N LAKE SHORE DR APT 920,NA,NA,NA,NA,NA,NA
930 W COLLEGE PKWY,Chicago,IL,,2019-12-01T00:00:00Z,< 1,< 1,< 1,FALSE,950 W COLLEGE PKWY,NA,NA,NA,NA,NA,NA
X E 14TH PL,Chicago,IL,,2019-05-22T00:00:00Z,< 1,< 1,< 1,FALSE,X E 14TH PL,NA,NA,NA,NA,NA,NA
X E 9TH ST,Chicago,IL,,2020-10-01T00:00:00Z,< 1,< 1,< 1,FALSE,X E 9TH ST,NA,NA,NA,NA,NA,NA
X E BRAYTON ST,Chicago,IL,,2019-12-17T00:00:00Z,6.2,14,11,FALSE,X E BRAYTON ST,NA,NA,NA,NA,NA,NA
X E ERIE ST,Chicago,IL,,2018-08-19T00:00:00Z,< 1,< 1,< 1,FALSE,X E ERIE ST,NA,NA,NA,NA,NA,NA
X E ERIE ST,Chicago,IL,,2021-05-10T00:00:00Z,< 1,< 1,< 1,FALSE,X E ERIE ST,NA,NA,NA,NA,NA,NA
X E GOETHE ST,Chicago,IL,,2021-10-27T15:09:00Z,8.1,8,2.4,FALSE,X E GOETHE ST,NA,NA,NA,NA,NA,NA
X E RANDOLPH ST,Chicago,IL,,2019-06-11T00:00:00Z,< 1,< 1,< 1,FALSE,X E RANDOLPH ST,NA,NA,NA,NA,NA,NA
X N BISHOP ST,Chicago,IL,,2020-01-26T00:00:00Z,< 1,< 1,< 1,FALSE,X N BISHOP ST,NA,NA,NA,NA,NA,NA
X N LASLLE ST,Chicago,IL,,2016-11-08T00:00:00Z,< 1,< 1,< 1,FALSE,X N LASLLE ST,NA,NA,NA,NA,NA,NA
X N MICHIGAN AVE,Chicago,IL,,2018-07-29T00:00:00Z,< 1,< 1,< 1,FALSE,X N MICHIGAN AVE,NA,NA,NA,NA,NA,NA
X S ABERDEEN ST,Chicago,IL,,2018-11-07T00:00:00Z,< 1,< 1,< 1,FALSE,X S ABERDEEN ST,NA,NA,NA,NA,NA,NA
X S LAFLIN ST,Chicago,IL,,2016-06-14T00:00:00Z,< 1,< 1,< 1,FALSE,X S LAFLIN ST,NA,NA,NA,NA,NA,NA
X S LAFLIN ST,Chicago,IL,,2018-08-17T00:00:00Z,< 1,< 1,< 1,FALSE,X S LAFLIN ST,NA,NA,NA,NA,NA,NA
X S LAFLIN ST,Chicago,IL,,2019-12-23T00:00:00Z,< 1,< 1,< 1,FALSE,X S LAFLIN ST,NA,NA,NA,NA,NA,NA
X S LEAVITT,Chicago,IL,,2020-12-15T00:00:00Z,< 1,< 1,< 1,FALSE,X S LEAVITT,NA,NA,NA,NA,NA,NA
X W 15TH ST,Chicago,IL,,2016-02-11T00:00:00Z,<1,<1,<1,FALSE,X W 15TH ST,NA,NA,NA,NA,NA,NA
X W 15TH ST,Chicago,IL,,2016-04-06T00:00:00Z,<1,<1,<1,FALSE,X W 15TH ST,NA,NA,NA,NA,NA,NA
X W BRAYTON ST,Chicago,IL,,2019-11-07T00:00:00Z,< 1,6.9,< 1,FALSE,X W BRAYTON ST,NA,NA,NA,NA,NA,NA
X W CHESTNUT ST,Chicago,IL,,2022-01-23T09:24:00Z,1.5,2.9,<0.5,FALSE,X W CHESTNUT ST,NA,NA,NA,NA,NA,NA
X W CHESTNUT ST,Chicago,IL,,2022-04-12T07:43:00Z,0.6,1.8,0.8,FALSE,X W CHESTNUT ST,NA,NA,NA,NA,NA,NA
X W DELAWARE PL,Chicago,IL,,2018-07-17T00:00:00Z,< 1,< 1,< 1,FALSE,X W DELAWARE PL,NA,NA,NA,NA,NA,NA
X W SUPERIOR ST,Chicago,IL,,2020-06-07T00:00:00Z,< 1,< 1,< 1,FALSE,X W SUPERIOR ST,NA,NA,NA,NA,NA,NA
X W SUPERIOR ST,Chicago,IL,,2020-10-26T00:00:00Z,< 1,< 1,< 1,FALSE,X W SUPERIOR ST,NA,NA,NA,NA,NA,NA
4130 N MCVICKER AVE,Chicago,IL,,2021-09-08T00:00:00Z,3.17,2.48,NA,TRUE,4150 N MCVICKER AVE,NA,NA,NA,NA,NA,NA
5230 N OLEANDER,Chicago,IL,,2019-07-19T00:00:00Z,13.4,10.4,9.25,TRUE,5250 N OLEANDER,NA,NA,NA,NA,NA,NA
5730 N VIRGINIA AVE,Chicago,IL,,2017-12-19T00:00:00Z,3.12,1.76,NA,TRUE,5750 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
5830 N VIRGINIA AVE,Chicago,IL,,2021-08-13T00:00:00Z,5.0999999999999996,6.37,NA,TRUE,5850 N VIRGINIA AVE,NA,NA,NA,NA,NA,NA
